unit_id,donation_id,component_type,expiry_date,status,current_facility_id
611,881,Whole Blood,2026-05-18,Transfused,47
612,40,Whole Blood,2026-03-04,Expired,29
613,76,Platelets,2026-11-02,Transfused,46
614,553,Platelets,2026-10-25,Available,30
615,800,Whole Blood,2027-02-17,Reserved,48
616,814,Whole Blood,2026-02-27,Transfused,29
617,399,Plasma,2027-01-12,Available,24
618,515,Whole Blood,2026-10-29,Discarded,39
619,255,Plasma,2026-05-15,Transfused,42
620,771,Plasma,2026-07-27,Transfused,31
621,740,Platelets,2026-03-31,Transfused,45
622,428,Plasma,2026-11-14,Transfused,1
623,623,Whole Blood,2026-12-08,Available,36
624,440,Platelets,2026-06-09,Expired,14
625,147,Plasma,2026-09-28,Available,18
626,708,Plasma,2026-08-25,Available,41
627,22,Plasma,2027-01-10,Available,22
628,856,Platelets,2026-03-10,Available,5
629,107,Whole Blood,2026-11-08,Transfused,24
630,689,Whole Blood,2026-07-14,Expired,50
631,102,Whole Blood,2026-10-20,Transfused,45
632,885,Whole Blood,2026-05-24,Available,3
633,409,Platelets,2026-08-30,Transfused,48
634,247,Platelets,2027-02-12,Available,19
635,665,Whole Blood,2026-11-10,Transfused,15
636,726,Platelets,2026-08-21,Available,7
637,25,Whole Blood,2026-06-03,Available,1
638,451,Whole Blood,2026-05-28,Reserved,30
639,155,Plasma,2027-02-10,Available,46
640,653,Platelets,2027-01-20,Reserved,2
641,272,Whole Blood,2026-05-28,Transfused,17
642,283,Plasma,2026-12-29,Transfused,12
643,830,Platelets,2026-05-18,Discarded,38
644,318,Whole Blood,2026-07-11,Available,42
645,92,Plasma,2026-07-25,Available,47
646,26,Platelets,2026-08-16,Transfused,33
647,605,Plasma,2026-10-21,Available,39
648,10,Platelets,2026-10-29,Available,42
649,393,Plasma,2026-08-04,Discarded,43
650,174,Platelets,2026-10-16,Available,40
651,641,Platelets,2026-11-11,Transfused,42
652,454,Plasma,2026-12-16,Available,4
653,962,Whole Blood,2027-01-08,Transfused,27
654,382,Whole Blood,2026-05-25,Discarded,15
655,914,Plasma,2026-06-21,Available,48
656,439,Platelets,2026-04-12,Transfused,47
657,945,Whole Blood,2026-03-29,Available,13
658,157,Plasma,2026-04-22,Available,30
659,485,Whole Blood,2026-12-12,Transfused,18
660,322,Whole Blood,2027-01-05,Available,32
661,111,Platelets,2026-03-11,Transfused,18
662,991,Whole Blood,2027-01-03,Reserved,5
663,123,Platelets,2027-01-11,Available,33
664,86,Platelets,2026-07-29,Transfused,7
665,876,Plasma,2026-10-30,Available,32
666,834,Plasma,2026-05-17,Available,17
667,955,Platelets,2027-01-29,Transfused,13
668,423,Plasma,2026-08-31,Available,48
669,608,Plasma,2027-02-18,Available,16
670,276,Platelets,2027-01-17,Available,36
671,848,Platelets,2026-06-08,Available,47
672,716,Platelets,2026-06-17,Transfused,37
673,255,Whole Blood,2027-01-18,Transfused,15
674,511,Plasma,2027-01-20,Transfused,24
675,510,Platelets,2026-09-22,Transfused,22
676,129,Whole Blood,2026-08-16,Available,35
677,683,Platelets,2026-10-05,Reserved,45
678,632,Platelets,2026-06-03,Transfused,17
679,690,Whole Blood,2026-10-08,Transfused,16
680,973,Plasma,2026-09-16,Transfused,37
681,168,Whole Blood,2026-07-31,Transfused,27
682,204,Whole Blood,2026-09-04,Available,34
683,389,Whole Blood,2026-05-24,Expired,37
684,162,Whole Blood,2027-01-16,Expired,4
685,422,Whole Blood,2026-10-06,Expired,12
686,894,Plasma,2026-06-10,Available,11
687,375,Whole Blood,2026-05-19,Expired,50
688,836,Platelets,2026-08-12,Reserved,16
689,309,Plasma,2026-05-09,Transfused,47
690,446,Plasma,2026-03-18,Expired,13
691,486,Platelets,2027-02-01,Available,24
692,604,Plasma,2026-06-12,Available,47
693,309,Plasma,2026-12-30,Transfused,16
694,810,Whole Blood,2026-06-22,Available,42
695,651,Whole Blood,2026-10-21,Transfused,35
696,326,Plasma,2026-12-24,Discarded,31
697,905,Whole Blood,2026-07-23,Discarded,35
698,539,Whole Blood,2026-10-02,Available,12
699,363,Plasma,2027-02-09,Available,31
700,636,Plasma,2026-08-23,Discarded,3
701,350,Plasma,2026-09-19,Transfused,44
702,629,Platelets,2027-02-15,Transfused,27
703,1,Platelets,2026-11-22,Transfused,11
704,917,Plasma,2026-08-09,Reserved,7
705,259,Platelets,2026-06-22,Available,49
706,939,Platelets,2026-11-18,Available,49
707,749,Platelets,2026-03-18,Discarded,12
708,303,Platelets,2026-10-23,Available,14
709,444,Platelets,2026-12-27,Transfused,38
710,736,Plasma,2026-08-26,Available,34
711,327,Plasma,2026-10-03,Discarded,31
712,744,Plasma,2026-04-08,Expired,39
713,234,Whole Blood,2027-01-24,Transfused,36
714,684,Whole Blood,2026-04-01,Available,33
715,744,Platelets,2027-02-05,Transfused,45
716,686,Platelets,2026-08-28,Reserved,38
717,180,Whole Blood,2026-11-22,Expired,16
718,595,Plasma,2026-05-18,Reserved,13
719,282,Platelets,2026-09-26,Transfused,3
720,470,Platelets,2026-08-29,Available,11
721,187,Whole Blood,2027-01-22,Available,50
722,929,Whole Blood,2026-06-02,Transfused,18
723,874,Plasma,2027-01-17,Transfused,21
724,608,Plasma,2026-07-14,Reserved,15
725,503,Plasma,2026-08-10,Transfused,37
726,360,Platelets,2026-12-11,Available,14
727,954,Plasma,2026-06-08,Available,36
728,85,Platelets,2026-09-07,Transfused,33
729,314,Whole Blood,2026-09-22,Expired,26
730,15,Platelets,2026-04-20,Available,6
731,633,Whole Blood,2026-04-22,Transfused,18
732,75,Platelets,2026-06-19,Available,7
733,241,Whole Blood,2026-07-03,Transfused,17
734,412,Platelets,2026-06-30,Available,27
735,793,Platelets,2026-10-28,Available,11
736,969,Plasma,2026-10-13,Transfused,15
737,218,Plasma,2026-03-12,Discarded,14
738,873,Platelets,2026-05-24,Available,23
739,53,Platelets,2027-02-18,Transfused,23
740,63,Whole Blood,2026-12-23,Available,41
741,651,Platelets,2027-01-16,Available,21
742,886,Whole Blood,2026-07-20,Transfused,15
743,995,Whole Blood,2026-05-13,Transfused,41
744,688,Whole Blood,2026-12-25,Transfused,28
745,181,Plasma,2026-07-04,Transfused,29
746,433,Plasma,2026-04-18,Available,19
747,456,Plasma,2026-10-26,Expired,6
748,795,Plasma,2026-10-25,Transfused,18
749,699,Platelets,2027-01-18,Transfused,1
750,337,Plasma,2027-02-09,Expired,12
751,962,Plasma,2026-12-29,Available,33
752,266,Platelets,2026-03-14,Discarded,20
753,219,Plasma,2026-04-05,Transfused,23
754,558,Whole Blood,2026-09-05,Available,36
755,294,Whole Blood,2026-12-20,Transfused,16
756,496,Platelets,2027-01-29,Transfused,7
757,528,Platelets,2027-01-12,Reserved,47
758,650,Plasma,2026-09-06,Available,49
759,803,Plasma,2026-08-24,Transfused,44
760,878,Platelets,2026-03-30,Transfused,30
761,572,Platelets,2026-08-05,Available,8
762,512,Whole Blood,2026-07-09,Transfused,22
763,753,Platelets,2027-01-18,Transfused,7
764,924,Whole Blood,2026-08-22,Transfused,47
765,845,Whole Blood,2026-03-21,Available,31
766,728,Whole Blood,2026-10-16,Transfused,32
767,177,Whole Blood,2026-02-27,Available,26
768,890,Whole Blood,2026-12-03,Discarded,50
769,572,Whole Blood,2026-11-11,Expired,13
770,169,Platelets,2026-07-09,Available,29
771,7,Plasma,2027-02-20,Transfused,26
772,372,Plasma,2026-03-03,Available,25
773,560,Whole Blood,2027-01-14,Transfused,45
774,294,Plasma,2026-10-22,Available,1
775,277,Platelets,2026-05-21,Available,24
776,80,Platelets,2026-12-19,Available,30
777,340,Plasma,2026-12-11,Reserved,12
778,861,Plasma,2026-10-18,Transfused,37
779,658,Whole Blood,2026-05-26,Discarded,42
780,864,Plasma,2026-12-22,Transfused,15
781,331,Platelets,2026-11-07,Available,29
782,483,Platelets,2026-04-01,Available,7
783,341,Plasma,2026-08-31,Available,16
784,759,Plasma,2027-01-06,Transfused,3
785,217,Whole Blood,2026-06-27,Expired,35
786,452,Whole Blood,2026-10-02,Transfused,50
787,315,Whole Blood,2026-09-12,Available,36
788,19,Whole Blood,2026-03-23,Available,31
789,338,Whole Blood,2026-04-27,Expired,1
790,222,Plasma,2026-04-05,Reserved,48
791,926,Platelets,2027-01-29,Transfused,34
792,111,Platelets,2026-06-15,Transfused,17
793,655,Plasma,2026-12-17,Transfused,25
794,110,Plasma,2026-10-22,Transfused,26
795,453,Plasma,2026-08-21,Transfused,22
796,63,Plasma,2026-06-05,Transfused,40
797,469,Plasma,2026-10-28,Available,10
798,505,Whole Blood,2026-03-01,Available,32
799,857,Plasma,2026-10-16,Available,41
800,291,Platelets,2026-07-27,Transfused,44
801,262,Plasma,2026-08-29,Transfused,44
802,129,Platelets,2026-12-12,Transfused,33
803,34,Platelets,2026-09-01,Available,33
804,453,Plasma,2026-09-10,Discarded,38
805,898,Platelets,2026-09-28,Available,18
806,546,Whole Blood,2026-06-18,Available,43
807,759,Whole Blood,2026-11-02,Expired,28
808,745,Whole Blood,2026-05-13,Transfused,42
809,595,Platelets,2027-02-15,Transfused,42
810,453,Whole Blood,2026-04-04,Available,14
811,275,Platelets,2026-12-09,Reserved,43
812,162,Platelets,2027-01-06,Reserved,43
813,719,Whole Blood,2026-07-27,Reserved,44
814,43,Plasma,2026-11-27,Available,9
815,908,Whole Blood,2026-09-18,Reserved,44
816,107,Whole Blood,2026-07-15,Expired,6
817,998,Whole Blood,2026-10-17,Expired,4
818,661,Platelets,2026-09-23,Reserved,6
819,105,Whole Blood,2026-04-05,Available,46
820,342,Platelets,2026-04-24,Available,48
821,577,Platelets,2026-12-22,Transfused,21
822,428,Plasma,2026-03-25,Available,20
823,352,Whole Blood,2026-10-02,Transfused,35
824,512,Plasma,2027-01-01,Transfused,42
825,479,Whole Blood,2026-07-05,Available,24
826,281,Whole Blood,2026-08-22,Transfused,38
827,874,Whole Blood,2026-07-04,Available,43
828,681,Whole Blood,2026-10-28,Transfused,19
829,570,Whole Blood,2026-11-03,Transfused,42
830,260,Plasma,2026-12-08,Available,42
831,28,Whole Blood,2026-03-24,Transfused,47
832,157,Platelets,2026-10-05,Expired,43
833,323,Plasma,2026-11-11,Transfused,26
834,546,Plasma,2026-08-04,Available,4
835,606,Whole Blood,2026-09-21,Discarded,31
836,711,Platelets,2026-11-07,Available,2
837,658,Plasma,2026-07-18,Transfused,29
838,880,Whole Blood,2026-11-19,Available,33
839,847,Whole Blood,2026-07-12,Transfused,20
840,206,Whole Blood,2027-02-22,Transfused,41
841,799,Plasma,2026-10-02,Reserved,49
842,763,Plasma,2026-07-28,Transfused,13
843,90,Whole Blood,2026-08-19,Reserved,15
844,272,Platelets,2026-11-03,Transfused,31
845,302,Plasma,2027-02-08,Available,10
846,1000,Platelets,2026-11-17,Transfused,20
847,765,Platelets,2026-12-14,Transfused,24
848,344,Whole Blood,2026-12-07,Transfused,16
849,79,Platelets,2026-04-12,Transfused,11
850,316,Platelets,2026-05-30,Reserved,24
851,393,Plasma,2026-03-30,Expired,5
852,641,Platelets,2026-05-27,Available,36
853,41,Whole Blood,2026-12-27,Discarded,12
854,882,Whole Blood,2026-04-23,Transfused,47
855,470,Plasma,2026-12-16,Transfused,13
856,28,Platelets,2027-01-20,Expired,20
857,532,Platelets,2026-11-26,Transfused,19
858,947,Whole Blood,2026-11-16,Transfused,28
859,508,Plasma,2026-03-07,Transfused,36
860,426,Whole Blood,2026-08-30,Discarded,22
861,134,Plasma,2026-07-08,Reserved,42
862,699,Plasma,2027-02-14,Transfused,31
863,291,Plasma,2026-12-24,Available,16
864,374,Platelets,2027-01-12,Expired,42
865,60,Platelets,2026-04-29,Transfused,9
866,813,Platelets,2027-02-10,Transfused,38
867,396,Whole Blood,2026-08-15,Expired,5
868,52,Platelets,2026-12-23,Transfused,2
869,813,Whole Blood,2027-01-13,Available,16
870,14,Whole Blood,2026-08-01,Discarded,16
871,411,Platelets,2027-01-28,Transfused,3
872,22,Whole Blood,2026-06-11,Expired,24
873,545,Whole Blood,2026-04-04,Available,24
874,285,Platelets,2026-08-03,Available,24
875,239,Platelets,2026-10-02,Available,33
876,695,Plasma,2026-10-21,Transfused,47
877,386,Whole Blood,2026-10-02,Available,50
878,36,Whole Blood,2026-05-13,Discarded,30
879,204,Plasma,2026-03-07,Available,26
880,624,Platelets,2026-12-10,Available,17
881,113,Plasma,2026-06-16,Transfused,25
882,873,Whole Blood,2026-10-02,Available,41
883,235,Platelets,2026-04-20,Discarded,8
884,418,Platelets,2026-08-19,Transfused,17
885,295,Platelets,2026-03-28,Transfused,2
886,62,Plasma,2026-12-19,Transfused,21
887,811,Plasma,2026-05-25,Reserved,24
888,404,Plasma,2027-01-17,Transfused,2
889,877,Platelets,2026-10-02,Transfused,18
890,564,Platelets,2026-03-19,Transfused,22
891,171,Whole Blood,2026-08-18,Transfused,45
892,783,Plasma,2027-01-13,Transfused,26
893,247,Whole Blood,2026-08-01,Available,33
894,366,Platelets,2027-02-10,Transfused,27
895,558,Platelets,2026-08-23,Available,25
896,911,Platelets,2026-04-04,Available,36
897,44,Whole Blood,2026-05-16,Reserved,50
898,271,Whole Blood,2027-01-10,Expired,26
899,876,Plasma,2026-09-28,Available,15
900,573,Platelets,2026-08-26,Reserved,38
901,347,Whole Blood,2027-01-24,Transfused,47
902,203,Whole Blood,2026-03-30,Reserved,17
903,7,Platelets,2026-11-19,Transfused,44
904,875,Platelets,2026-05-15,Available,41
905,556,Platelets,2026-07-20,Discarded,45
906,314,Whole Blood,2026-04-17,Expired,8
907,893,Plasma,2026-06-27,Available,18
908,176,Plasma,2026-08-29,Transfused,29
909,187,Plasma,2026-11-16,Expired,33
910,394,Platelets,2027-01-30,Available,19
911,536,Plasma,2026-12-16,Expired,29
912,994,Whole Blood,2027-01-25,Reserved,10
913,41,Whole Blood,2026-03-06,Reserved,44
914,536,Whole Blood,2026-06-04,Available,38
915,888,Platelets,2026-12-07,Transfused,36
916,200,Whole Blood,2026-06-25,Transfused,31
917,335,Plasma,2027-02-05,Transfused,29
918,654,Platelets,2026-04-13,Available,28
919,129,Plasma,2026-08-14,Transfused,43
920,753,Whole Blood,2027-02-19,Transfused,15
921,983,Plasma,2026-08-23,Available,2
922,765,Whole Blood,2026-12-04,Available,30
923,988,Platelets,2026-06-14,Transfused,30
924,651,Whole Blood,2027-02-18,Transfused,34
925,9,Plasma,2026-10-04,Expired,11
926,853,Plasma,2026-03-30,Available,32
927,82,Platelets,2027-01-06,Transfused,4
928,205,Platelets,2026-05-20,Available,48
929,518,Plasma,2026-08-27,Transfused,8
930,381,Platelets,2026-12-27,Reserved,14
931,999,Plasma,2027-01-23,Transfused,26
932,49,Plasma,2026-03-20,Reserved,24
933,179,Whole Blood,2026-10-16,Transfused,40
934,381,Whole Blood,2026-08-31,Transfused,12
935,930,Whole Blood,2026-09-17,Transfused,16
936,103,Plasma,2026-05-08,Transfused,48
937,849,Whole Blood,2026-12-20,Available,6
938,487,Whole Blood,2026-08-13,Available,49
939,88,Platelets,2026-04-23,Available,3
940,94,Platelets,2026-06-21,Transfused,11
941,959,Plasma,2026-10-10,Discarded,4
942,158,Platelets,2026-11-10,Transfused,2
943,150,Whole Blood,2026-09-15,Transfused,33
944,27,Platelets,2026-09-27,Available,10
945,465,Plasma,2026-03-29,Transfused,29
946,513,Whole Blood,2027-01-12,Transfused,45
947,905,Platelets,2026-12-27,Expired,31
948,43,Whole Blood,2026-06-03,Transfused,13
949,640,Platelets,2026-12-07,Available,48
950,140,Whole Blood,2026-07-28,Available,40
951,167,Whole Blood,2026-03-25,Reserved,36
952,747,Platelets,2026-12-21,Reserved,30
953,536,Whole Blood,2026-05-14,Transfused,40
954,427,Whole Blood,2026-08-01,Transfused,48
955,679,Plasma,2027-02-06,Reserved,46
956,613,Platelets,2026-07-24,Available,25
957,765,Plasma,2026-12-08,Available,22
958,223,Whole Blood,2026-03-17,Available,15
959,182,Whole Blood,2026-08-14,Transfused,7
960,609,Plasma,2026-06-27,Available,5
961,303,Platelets,2026-11-03,Transfused,45
962,385,Whole Blood,2026-08-07,Transfused,11
963,508,Whole Blood,2027-01-22,Available,28
964,843,Platelets,2026-07-26,Reserved,46
965,490,Whole Blood,2027-02-01,Available,8
966,991,Whole Blood,2027-02-11,Transfused,8
967,31,Whole Blood,2026-10-28,Available,1
968,295,Platelets,2026-06-27,Available,42
969,41,Platelets,2026-11-09,Transfused,39
970,219,Plasma,2027-01-29,Transfused,27
971,632,Platelets,2026-04-30,Transfused,33
972,434,Platelets,2026-09-11,Reserved,8
973,402,Whole Blood,2026-11-15,Available,46
974,375,Platelets,2026-07-14,Available,1
975,75,Platelets,2027-02-14,Available,25
976,651,Plasma,2026-08-17,Transfused,23
977,889,Whole Blood,2026-09-26,Available,22
978,959,Platelets,2026-03-16,Transfused,17
979,897,Plasma,2026-08-02,Available,46
980,559,Platelets,2027-01-27,Transfused,10
981,756,Platelets,2026-12-25,Available,50
982,379,Plasma,2026-09-01,Available,1
983,877,Whole Blood,2026-11-09,Expired,27
984,182,Plasma,2026-12-04,Transfused,35
985,448,Whole Blood,2026-05-26,Transfused,9
986,839,Plasma,2026-11-22,Reserved,34
987,351,Whole Blood,2026-10-23,Available,34
988,190,Plasma,2026-04-03,Transfused,45
989,863,Plasma,2026-08-27,Transfused,45
990,651,Platelets,2026-05-04,Expired,33
991,529,Platelets,2026-06-18,Available,30
992,90,Plasma,2027-01-26,Available,8
993,574,Whole Blood,2026-08-12,Available,14
994,322,Platelets,2026-05-03,Available,12
995,369,Platelets,2026-04-01,Discarded,36
996,621,Plasma,2026-11-02,Transfused,26
997,167,Plasma,2026-05-26,Reserved,28
998,41,Platelets,2026-11-28,Transfused,22
999,342,Platelets,2026-05-22,Available,41
1000,830,Platelets,2026-03-17,Transfused,6
