dispatch_id,request_id,unit_id,dispatch_date,distance_km,status
634,766,791,2026-02-25,119.43,Arrived
635,446,433,2026-02-25,109.26,Arrived
636,494,516,2026-02-25,14.84,Arrived
637,266,132,2026-02-25,115.34,In Transit
638,517,866,2026-02-25,56.55,In Transit
639,400,458,2026-02-25,24.88,Arrived
640,76,318,2026-02-25,16.66,In Transit
641,540,944,2026-02-25,2.3,Arrived
642,106,575,2026-02-25,23.09,Arrived
643,114,717,2026-02-25,78.26,Arrived
644,538,6,2026-02-25,87.42,Arrived
645,219,496,2026-02-25,109.8,Arrived
646,411,355,2026-02-25,101.09,Arrived
647,212,293,2026-02-25,121.68,In Transit
648,268,388,2026-02-25,12.38,Arrived
649,360,806,2026-02-25,19.2,Arrived
650,49,181,2026-02-25,147.6,Arrived
651,388,560,2026-02-25,103.07,In Transit
652,279,952,2026-02-25,13.31,Arrived
653,766,580,2026-02-25,92.97,Arrived
654,190,56,2026-02-25,8.16,Arrived
655,273,845,2026-02-25,42.37,Arrived
656,630,311,2026-02-25,1.04,Arrived
657,629,547,2026-02-25,84.44,In Transit
658,755,81,2026-02-25,31.36,Arrived
659,167,2,2026-02-25,94.22,Arrived
660,309,864,2026-02-25,95.86,Arrived
661,281,486,2026-02-25,86.51,Arrived
662,657,252,2026-02-25,23.88,Arrived
663,98,479,2026-02-25,74.39,Arrived
664,190,390,2026-02-25,51.95,In Transit
665,695,357,2026-02-25,142.35,Arrived
666,780,202,2026-02-25,144.74,Arrived
667,344,210,2026-02-25,103.45,Arrived
668,552,848,2026-02-25,103.82,Arrived
669,312,159,2026-02-25,61.58,Arrived
670,678,244,2026-02-25,28.17,Arrived
671,112,320,2026-02-25,94.78,In Transit
672,653,811,2026-02-25,4.58,Arrived
673,137,627,2026-02-25,149.79,Arrived
674,562,546,2026-02-25,16.62,Arrived
675,490,222,2026-02-25,115.05,Arrived
676,214,863,2026-02-25,75.29,Arrived
677,6,697,2026-02-25,70.01,In Transit
678,162,51,2026-02-25,107.76,Arrived
679,232,486,2026-02-25,115.1,Arrived
680,281,431,2026-02-25,135.59,Arrived
681,591,566,2026-02-25,12.81,Arrived
682,508,67,2026-02-25,87.44,Arrived
683,469,17,2026-02-25,77.24,In Transit
684,323,534,2026-02-25,65.71,Arrived
685,96,654,2026-02-25,142.46,Arrived
686,748,134,2026-02-25,85.51,Arrived
687,456,842,2026-02-25,32.22,Arrived
688,286,238,2026-02-25,79.29,Arrived
689,4,957,2026-02-25,86.04,Arrived
690,638,827,2026-02-25,133.41,Arrived
691,725,523,2026-02-25,38.35,In Transit
692,796,286,2026-02-25,141.83,Arrived
693,451,462,2026-02-25,97.39,Arrived
694,51,896,2026-02-25,47.96,Arrived
695,692,88,2026-02-25,17.29,Arrived
696,236,43,2026-02-25,95.38,Arrived
697,659,347,2026-02-25,40.54,In Transit
698,663,378,2026-02-25,41.88,Arrived
699,650,339,2026-02-25,31.29,Arrived
700,85,763,2026-02-25,6.08,Arrived
701,60,614,2026-02-25,21.78,In Transit
702,609,698,2026-02-25,99.02,Arrived
703,319,584,2026-02-25,25.9,Arrived
704,511,144,2026-02-25,30.8,Arrived
705,114,191,2026-02-25,123.61,Arrived
706,12,482,2026-02-25,41.26,In Transit
707,489,268,2026-02-25,49.22,Arrived
708,613,618,2026-02-25,102.68,Arrived
709,455,654,2026-02-25,85.85,Arrived
710,352,133,2026-02-25,147.49,In Transit
711,466,686,2026-02-25,82.78,In Transit
712,474,779,2026-02-25,78.92,Arrived
713,625,34,2026-02-25,128.57,Arrived
714,524,910,2026-02-25,141.22,In Transit
715,203,830,2026-02-25,142.75,Arrived
716,135,222,2026-02-25,77.0,Arrived
717,387,978,2026-02-25,84.61,Arrived
718,74,641,2026-02-25,43.03,Arrived
719,89,895,2026-02-25,47.41,Arrived
720,465,118,2026-02-25,4.82,Arrived
721,503,704,2026-02-25,23.45,In Transit
722,258,535,2026-02-25,41.5,Arrived
723,584,454,2026-02-25,93.23,Arrived
724,789,988,2026-02-25,86.54,In Transit
725,626,60,2026-02-25,12.58,Arrived
726,268,732,2026-02-25,141.59,Arrived
727,236,743,2026-02-25,106.92,In Transit
728,5,620,2026-02-25,5.01,Arrived
729,612,129,2026-02-25,95.09,Arrived
730,592,567,2026-02-25,98.88,Arrived
731,588,472,2026-02-25,74.92,Arrived
732,482,782,2026-02-25,1.64,Arrived
733,1,708,2026-02-25,4.58,Arrived
734,452,647,2026-02-25,42.51,Arrived
735,141,351,2026-02-25,114.61,Arrived
736,663,471,2026-02-25,102.31,Arrived
737,243,694,2026-02-25,130.25,Arrived
738,37,289,2026-02-25,86.5,In Transit
739,539,398,2026-02-25,85.51,Arrived
740,543,163,2026-02-25,71.21,Arrived
741,385,591,2026-02-25,129.36,Arrived
742,766,194,2026-02-25,39.98,Arrived
743,385,539,2026-02-25,7.88,Arrived
744,746,622,2026-02-25,58.84,In Transit
745,189,83,2026-02-25,68.19,Arrived
746,520,882,2026-02-25,3.61,In Transit
747,451,542,2026-02-25,127.07,Arrived
748,74,768,2026-02-25,24.73,Arrived
749,754,308,2026-02-25,60.82,In Transit
750,243,394,2026-02-25,51.85,In Transit
751,262,574,2026-02-25,83.91,Arrived
752,115,916,2026-02-25,100.64,In Transit
753,237,123,2026-02-25,58.96,Arrived
754,299,351,2026-02-25,55.1,Arrived
755,785,35,2026-02-25,92.32,Arrived
756,20,175,2026-02-25,107.59,In Transit
757,747,225,2026-02-25,94.86,Arrived
758,371,844,2026-02-25,66.79,Arrived
759,587,285,2026-02-25,55.24,Arrived
760,725,167,2026-02-25,106.0,In Transit
761,444,278,2026-02-25,88.81,In Transit
762,370,458,2026-02-25,144.34,Arrived
763,19,873,2026-02-25,29.12,Arrived
764,563,211,2026-02-25,32.29,In Transit
765,231,577,2026-02-25,93.53,Arrived
766,532,710,2026-02-25,2.63,Arrived
767,414,421,2026-02-25,86.39,Arrived
768,5,718,2026-02-25,74.26,Arrived
769,359,814,2026-02-25,84.73,Arrived
770,236,60,2026-02-25,15.25,Arrived
771,564,564,2026-02-25,12.74,Arrived
772,706,116,2026-02-25,21.11,In Transit
773,134,10,2026-02-25,3.94,In Transit
774,284,763,2026-02-25,138.7,Arrived
775,241,741,2026-02-25,137.0,Arrived
776,564,522,2026-02-25,3.8,Arrived
777,735,87,2026-02-25,133.53,Arrived
778,633,790,2026-02-25,103.37,In Transit
779,646,590,2026-02-25,91.04,In Transit
780,519,295,2026-02-25,8.67,Arrived
781,587,144,2026-02-25,3.63,Arrived
782,789,982,2026-02-25,100.65,In Transit
783,86,837,2026-02-25,147.34,In Transit
784,652,321,2026-02-25,75.97,In Transit
785,513,657,2026-02-25,36.07,Arrived
786,251,206,2026-02-25,85.52,Arrived
787,667,951,2026-02-25,79.61,Arrived
788,243,38,2026-02-25,31.9,In Transit
789,293,755,2026-02-25,45.93,Arrived
790,556,488,2026-02-25,137.36,Arrived
791,657,457,2026-02-25,10.5,Arrived
792,727,264,2026-02-25,42.72,Arrived
793,4,461,2026-02-25,125.67,In Transit
794,185,422,2026-02-25,148.05,Arrived
795,60,16,2026-02-25,90.3,Arrived
796,479,302,2026-02-25,130.78,Arrived
797,761,882,2026-02-25,136.23,Arrived
798,537,819,2026-02-25,7.12,Arrived
799,103,906,2026-02-25,83.69,Arrived
800,727,188,2026-02-25,22.64,Arrived
801,752,62,2026-02-25,22.83,Arrived
802,115,316,2026-02-25,62.44,In Transit
803,656,848,2026-02-25,7.0,Arrived
804,458,62,2026-02-25,78.6,Arrived
805,272,528,2026-02-25,147.15,Arrived
806,613,628,2026-02-25,56.5,Arrived
807,257,90,2026-02-25,72.19,In Transit
808,535,605,2026-02-25,55.66,Arrived
809,1,910,2026-02-25,63.61,Arrived
810,674,955,2026-02-25,3.2,Arrived
811,372,532,2026-02-25,122.42,Arrived
812,517,240,2026-02-25,111.5,Arrived
813,34,771,2026-02-25,85.73,Arrived
814,312,949,2026-02-25,15.6,In Transit
815,725,577,2026-02-25,87.9,Arrived
816,500,704,2026-02-25,75.26,In Transit
817,343,503,2026-02-25,46.37,Arrived
818,245,64,2026-02-25,38.31,Arrived
819,729,942,2026-02-25,47.84,Arrived
820,362,140,2026-02-25,38.6,Arrived
821,424,433,2026-02-25,36.16,In Transit
822,576,887,2026-02-25,60.84,Arrived
823,55,851,2026-02-25,141.3,Arrived
824,471,508,2026-02-25,50.0,Arrived
825,459,393,2026-02-25,62.78,Arrived
826,470,149,2026-02-25,77.27,Arrived
827,94,93,2026-02-25,70.68,In Transit
828,391,226,2026-02-25,51.2,Arrived
829,411,69,2026-02-25,141.04,Arrived
830,343,884,2026-02-25,77.36,Arrived
831,59,826,2026-02-25,149.75,Arrived
832,450,536,2026-02-25,1.75,In Transit
833,105,654,2026-02-25,147.61,In Transit
834,731,89,2026-02-25,15.73,In Transit
835,409,562,2026-02-25,112.52,Arrived
836,171,291,2026-02-25,31.44,Arrived
837,711,480,2026-02-25,6.92,In Transit
838,432,624,2026-02-25,53.68,In Transit
839,30,621,2026-02-25,79.59,Arrived
840,60,900,2026-02-25,92.87,Arrived
841,176,338,2026-02-25,76.14,Arrived
842,477,747,2026-02-25,119.14,Arrived
843,784,820,2026-02-25,29.09,In Transit
844,415,764,2026-02-25,94.26,Arrived
845,598,846,2026-02-25,108.07,Arrived
846,568,934,2026-02-25,134.91,Arrived
847,274,249,2026-02-25,61.12,Arrived
848,718,775,2026-02-25,139.29,Arrived
849,558,470,2026-02-25,28.65,Arrived
850,114,242,2026-02-25,51.21,Arrived
851,263,549,2026-02-25,144.94,Arrived
852,537,198,2026-02-25,28.08,In Transit
853,311,422,2026-02-25,44.3,In Transit
854,547,413,2026-02-25,40.85,Arrived
855,381,442,2026-02-25,70.63,Arrived
856,582,405,2026-02-25,116.2,In Transit
857,602,121,2026-02-25,44.75,In Transit
858,287,804,2026-02-25,28.32,Arrived
859,15,539,2026-02-25,28.7,Arrived
860,119,648,2026-02-25,55.66,Arrived
861,651,383,2026-02-25,8.98,Arrived
862,448,312,2026-02-25,147.24,Arrived
863,726,285,2026-02-25,28.25,Arrived
864,32,346,2026-02-25,83.02,Arrived
865,468,83,2026-02-25,63.78,Arrived
866,154,375,2026-02-25,17.03,Arrived
867,497,768,2026-02-25,142.79,Arrived
868,445,835,2026-02-25,133.92,Arrived
869,647,664,2026-02-25,72.79,Arrived
870,177,714,2026-02-25,42.13,Arrived
871,577,261,2026-02-25,123.17,Arrived
872,590,995,2026-02-25,56.54,Arrived
873,306,80,2026-02-25,113.21,Arrived
874,636,765,2026-02-25,22.8,Arrived
875,212,629,2026-02-25,97.56,Arrived
876,490,599,2026-02-25,70.95,Arrived
877,393,559,2026-02-25,67.4,Arrived
878,512,733,2026-02-25,44.58,Arrived
879,754,535,2026-02-25,97.59,Arrived
880,39,516,2026-02-25,146.82,Arrived
881,313,880,2026-02-25,57.33,Arrived
882,384,398,2026-02-25,50.84,In Transit
883,321,611,2026-02-25,144.02,Arrived
884,756,638,2026-02-25,80.8,Arrived
885,731,55,2026-02-25,27.25,In Transit
886,778,868,2026-02-25,62.51,Arrived
887,676,272,2026-02-25,107.65,In Transit
888,748,217,2026-02-25,24.35,Arrived
889,213,648,2026-02-25,29.83,Arrived
890,735,119,2026-02-25,92.51,Arrived
891,608,336,2026-02-25,118.36,In Transit
892,716,685,2026-02-25,36.98,Arrived
893,380,813,2026-02-25,54.06,Arrived
894,39,245,2026-02-25,16.55,Arrived
895,518,551,2026-02-25,118.38,Arrived
896,745,965,2026-02-25,91.75,Arrived
897,193,772,2026-02-25,50.64,Arrived
898,602,851,2026-02-25,70.04,Arrived
899,797,883,2026-02-25,44.69,Arrived
900,693,370,2026-02-25,123.28,Arrived
901,236,427,2026-02-25,134.77,Arrived
902,617,209,2026-02-25,59.17,Arrived
903,308,412,2026-02-25,8.79,Arrived
904,197,313,2026-02-25,118.62,Arrived
905,41,970,2026-02-25,50.72,In Transit
906,268,787,2026-02-25,6.22,Arrived
907,593,313,2026-02-25,49.18,Arrived
908,507,996,2026-02-25,103.34,Arrived
909,711,868,2026-02-25,116.06,In Transit
910,121,830,2026-02-25,106.76,In Transit
911,686,924,2026-02-25,88.29,Arrived
912,394,463,2026-02-25,147.57,Arrived
913,551,21,2026-02-25,121.4,Arrived
914,223,448,2026-02-25,77.05,Arrived
915,538,890,2026-02-25,30.98,In Transit
916,720,453,2026-02-25,44.0,Arrived
917,25,900,2026-02-25,83.2,Arrived
918,42,596,2026-02-25,78.1,In Transit
919,155,510,2026-02-25,19.79,In Transit
920,4,995,2026-02-25,49.33,Arrived
921,332,465,2026-02-25,13.12,Arrived
922,107,158,2026-02-25,25.36,Arrived
923,279,549,2026-02-25,75.7,Arrived
924,689,261,2026-02-25,117.16,In Transit
925,227,676,2026-02-25,7.57,Arrived
926,643,28,2026-02-25,56.49,Arrived
927,144,926,2026-02-25,129.63,Arrived
928,536,948,2026-02-25,138.0,Arrived
929,95,798,2026-02-25,141.19,Arrived
930,194,800,2026-02-25,26.62,Arrived
931,338,800,2026-02-25,148.88,Arrived
932,312,322,2026-02-25,116.81,In Transit
933,292,19,2026-02-25,126.71,Arrived
934,453,760,2026-02-25,22.08,Arrived
935,48,829,2026-02-25,80.05,In Transit
936,630,995,2026-02-25,25.98,In Transit
937,662,222,2026-02-25,62.16,Arrived
938,227,514,2026-02-25,39.14,Arrived
939,726,301,2026-02-25,122.21,Arrived
940,137,342,2026-02-25,30.4,Arrived
941,126,469,2026-02-25,35.26,Arrived
942,629,767,2026-02-25,57.78,Arrived
943,192,824,2026-02-25,123.11,Arrived
944,611,698,2026-02-25,23.42,Arrived
945,99,23,2026-02-25,24.0,Arrived
946,44,383,2026-02-25,43.46,Arrived
947,763,768,2026-02-25,49.35,Arrived
948,219,911,2026-02-25,142.46,Arrived
949,9,934,2026-02-25,95.21,Arrived
950,491,234,2026-02-25,111.75,Arrived
951,757,101,2026-02-25,132.17,In Transit
952,185,469,2026-02-25,139.95,Arrived
953,365,654,2026-02-25,140.22,Arrived
954,172,932,2026-02-25,35.27,In Transit
955,723,744,2026-02-25,67.59,In Transit
956,767,640,2026-02-25,125.24,In Transit
957,597,882,2026-02-25,87.13,Arrived
958,129,183,2026-02-25,34.35,In Transit
959,457,615,2026-02-25,92.22,Arrived
960,723,954,2026-02-25,7.69,Arrived
961,129,75,2026-02-25,76.7,Arrived
962,660,726,2026-02-25,45.55,In Transit
963,790,926,2026-02-25,66.44,Arrived
964,222,290,2026-02-25,41.58,Arrived
965,449,747,2026-02-25,91.47,Arrived
966,30,799,2026-02-25,85.48,Arrived
967,33,299,2026-02-25,53.59,Arrived
968,384,385,2026-02-25,97.7,In Transit
969,269,814,2026-02-25,10.12,Arrived
970,167,454,2026-02-25,107.86,Arrived
971,686,944,2026-02-25,16.81,In Transit
972,89,672,2026-02-25,137.89,Arrived
973,322,777,2026-02-25,26.43,Arrived
974,447,903,2026-02-25,24.96,Arrived
975,744,648,2026-02-25,95.79,Arrived
976,793,846,2026-02-25,105.7,Arrived
977,364,183,2026-02-25,95.78,Arrived
978,718,327,2026-02-25,21.55,Arrived
979,691,550,2026-02-25,37.42,Arrived
980,743,544,2026-02-25,79.9,In Transit
981,151,374,2026-02-25,72.78,Arrived
982,171,642,2026-02-25,142.64,In Transit
983,727,79,2026-02-25,128.78,In Transit
984,460,436,2026-02-25,76.47,Arrived
985,280,300,2026-02-25,35.6,Arrived
986,174,564,2026-02-25,47.54,Arrived
987,330,526,2026-02-25,136.28,Arrived
988,369,330,2026-02-25,21.05,Arrived
989,417,614,2026-02-25,69.86,Arrived
990,603,622,2026-02-25,56.42,Arrived
991,617,15,2026-02-25,19.23,Arrived
992,708,829,2026-02-25,49.17,Arrived
993,83,309,2026-02-25,74.6,Arrived
994,782,751,2026-02-25,54.72,Arrived
995,17,609,2026-02-25,17.32,Arrived
996,644,216,2026-02-25,33.03,In Transit
997,792,907,2026-02-25,118.01,Arrived
998,488,316,2026-02-25,131.2,In Transit
999,492,822,2026-02-25,47.14,In Transit
1000,404,553,2026-02-25,24.35,Arrived
